,spkts,dpkts,sttl,dttl,smean,dmean,label
1793,52,54,31,29,56,69,0
9015,2,0,254,0,100,0,1
7492,12,8,254,252,100,261,1
16994,10,6,254,252,61,45,1
13868,14,12,254,252,67,57,1
13632,2,0,254,0,100,0,1
1553,2,2,31,29,73,89,0
8216,22,22,62,252,54,74,1
4112,2,2,31,29,73,89,0
1708,2,2,31,29,73,89,0
4444,18,18,31,29,230,136,0
4010,16,18,31,29,96,91,0
7384,10,8,254,252,56,44,1
2846,2,2,31,29,66,82,0
12263,2,0,254,0,100,0,1
5320,12,8,254,252,89,87,1
2068,106,114,31,29,89,108,0
7854,12,8,254,252,89,94,1
17760,10,10,62,252,92,494,1
5969,2,0,254,0,107,0,1
6526,12,8,254,252,89,96,1
16420,10,10,62,252,77,199,1
11652,2,0,254,0,100,0,1
11371,28,86,62,252,51,1141,1
18054,10,14,62,252,81,663,1
6784,10,6,254,252,98,45,1
14649,2,0,254,0,100,0,1
132,2,0,254,0,878,0,0
16795,2,0,254,0,86,0,1
3314,1,0,0,0,46,0,0
8760,4,0,254,0,100,0,1
9182,2,0,254,0,100,0,1
3575,2,2,31,29,73,89,0
1525,8,10,31,29,132,82,0
19107,14,14,254,252,57,55,1
11539,2,0,254,0,247,0,1
5881,2,0,254,0,100,0,1
2427,16,18,31,29,96,91,0
14593,2,0,254,0,100,0,1
11300,2,0,254,0,100,0,1
4027,2,2,31,29,73,89,0
15436,10,6,254,252,98,45,1
5275,5418,810,254,252,1322,43,1
3403,66,66,31,29,59,785,0
17131,2,0,254,0,119,0,1
8343,10,6,254,252,252,45,1
4546,122,126,31,29,64,120,0
17979,12,8,254,252,351,54,1
8416,2,0,254,0,52,0,1
1753,28,30,31,29,166,103,0
1237,64,66,31,29,59,785,0
8037,10,8,254,252,86,44,1
14058,2,0,254,0,100,0,1
4507,4,4,31,29,142,78,0
6062,26,20,62,252,312,89,1
18144,2,0,254,0,529,0,1
15272,10,10,62,252,88,150,1
10610,2,0,254,0,90,0,1
10821,2,0,254,0,100,0,1
2155,16,18,31,29,96,91,0
19564,12,8,254,252,83,93,1
457,28,30,31,29,166,103,0
537,8,12,31,29,53,735,0
303,2,2,31,29,73,89,0
1673,52,42,31,29,716,80,0
277,4,4,31,29,142,76,0
16402,20,8,254,252,863,44,1
10967,2,0,254,0,100,0,1
7015,2,0,254,0,39,0,1
928,16,18,31,29,96,91,0
1331,16,18,31,29,96,91,0
18092,20,12,254,252,252,45,1
6615,36,12,254,252,843,54,1
14447,2,0,254,0,100,0,1
8158,10,8,62,252,81,143,1
18441,2,0,254,0,84,0,1
16516,10,8,62,252,84,371,1
3224,4,4,31,29,132,76,0
17303,10,8,254,252,56,44,1
2036,30,42,31,29,77,819,0
5165,14,16,254,252,56,56,1
5952,2,0,254,0,100,0,1
12626,2,0,254,0,100,0,1
7421,2,0,254,0,100,0,1
15510,10,6,254,252,53,45,1
882,16,18,31,29,96,91,0
1974,28,42,31,29,79,819,0
9169,60,14,254,252,1136,44,1
9534,2,0,254,0,100,0,1
11379,2,0,254,0,100,0,1
7959,2,0,254,0,100,0,1
1654,16,18,31,29,96,91,0
18852,10,6,254,252,76,45,1
4509,12,12,31,29,89,188,0
13689,58,16,254,252,1174,44,1
9326,2,0,254,0,100,0,1
170,14,18,31,29,120,565,0
18985,22,34,62,252,48,697,1
11819,2,0,254,0,100,0,1
8930,12,8,254,252,66,251,1
7031,2,0,254,0,100,0,1
13468,10,6,254,252,77,45,1
16925,10,8,254,252,53,44,1
7352,2,0,254,0,100,0,1
15271,10,8,254,252,54,44,1
10490,8,8,62,252,46,148,1
2626,2,2,31,29,66,82,0
62,10,8,254,252,56,44,0
3730,16,18,31,29,96,91,0
16487,2,0,254,0,43,0,1
4880,2,2,31,29,65,81,0
7698,10,8,254,252,49,44,1
17923,10,8,254,252,53,44,0
5951,12,24,62,252,73,1051,1
15756,10,6,254,252,76,45,1
18047,10,8,62,252,85,142,1
5896,2,0,254,0,100,0,1
1056,16,18,31,29,96,91,0
19263,10,12,62,252,80,288,1
12225,2,0,254,0,100,0,1
14705,2,0,254,0,100,0,1
5397,16,50,62,252,64,1197,1
15280,10,10,254,252,61,65,1
3543,22,24,31,29,87,180,0
1391,40,42,31,29,64,551,0
12282,2,0,254,0,100,0,1
17119,38,208,62,252,52,1294,1
3133,18,18,31,29,208,136,0
18954,12,8,254,252,84,91,1
993,16,18,31,29,96,91,0
15308,10,10,62,252,81,139,1
3031,12,18,31,29,132,565,0
811,16,18,31,29,96,91,0
7980,10,6,254,252,106,45,1
1187,30,42,31,29,77,819,0
1304,16,18,31,29,96,91,0
18670,18,60,62,252,63,1154,1
12995,2,0,254,0,100,0,1
11753,2,0,254,0,100,0,1
8381,18,6,254,252,697,45,1
17253,10,10,62,252,45,408,1
5353,2,0,254,0,245,0,1
978,16,18,31,29,96,91,0
4777,2,2,31,29,73,89,0
2066,16,18,31,29,96,91,0
7402,2,0,254,0,100,0,1
9269,2,0,254,0,100,0,1
10584,2,0,254,0,100,0,1
12196,2,0,254,0,100,0,1
14430,2,0,254,0,100,0,1
7831,2,0,254,0,84,0,1
2135,16,18,31,29,96,91,0
8146,10,8,254,252,56,44,1
19866,2,0,254,0,100,0,1
3829,4,4,31,29,142,76,0
17461,10,6,254,252,59,45,0
13844,14,12,254,252,68,52,1
7401,12,8,254,252,89,93,1
3696,40,42,31,29,64,551,0
17427,2,0,254,0,1332,0,1
7240,2,0,254,0,532,0,1
8926,12,10,254,252,83,79,1
19356,14,12,254,252,55,54,1
9977,2,0,254,0,100,0,1
4029,2,2,31,29,65,81,0
2102,4,4,31,29,132,76,0
11045,22,22,62,252,54,76,1
14269,10,6,254,252,86,45,1
4888,38,40,31,29,64,482,0
2398,38,40,31,29,64,463,0
9487,56,300,62,252,56,1358,1
12903,2,0,254,0,100,0,1
15418,24,58,62,252,53,1003,1
3045,14,18,31,29,120,565,0
4862,40,42,31,29,64,551,0
17520,2,0,254,0,52,0,1
7413,2,0,254,0,100,0,1
1744,14,6,31,29,638,53,0
7920,2,0,254,0,100,0,1
9909,2,0,254,0,100,0,1
13176,10,6,254,252,229,45,1
6569,2,0,254,0,100,0,1
1917,16,18,31,29,96,91,0
16527,42,0,254,0,440,0,1
3023,16,18,31,29,96,91,0
251,4,4,31,29,132,76,0
17562,10,8,62,252,84,144,1
5516,2,0,254,0,52,0,1
1007,16,18,31,29,96,91,0
4936,90,92,31,29,57,911,0
14872,10,8,254,252,133,44,1
7873,2,0,254,0,100,0,1
19306,12,12,62,252,74,374,1
19805,20,0,254,0,52,0,1
14204,1,0,0,0,60,0,1
2221,122,126,31,29,64,120,0
12634,2,0,254,0,100,0,1
12713,2,0,254,0,100,0,1
11448,2,0,254,0,100,0,1
14219,2,0,254,0,100,0,1
16152,14,12,254,252,57,57,1
14213,3,0,254,0,1009,0,1
19568,10,8,254,252,56,44,1
3809,14,18,31,29,120,565,0
2322,16,18,31,29,96,91,0
16870,10,10,62,252,85,346,1
2637,16,18,31,29,96,91,0
16020,370,74,62,252,1305,54,1
8761,8,8,62,252,46,94,1
2543,38,40,31,29,64,463,0
14669,14,8,254,252,488,44,1
13378,10,8,254,252,56,44,1
16006,60,14,254,252,1137,44,1
19073,10,8,62,252,82,167,1
3991,8,10,31,29,132,82,0
4701,2,2,31,29,66,82,0
11131,2,0,254,0,100,0,1
13842,34,118,62,252,46,1125,1
4810,6,0,1,0,64,0,0
3753,2,2,31,29,73,89,0
13488,2,0,254,0,100,0,1
3062,38,40,31,29,64,463,0
16431,10,6,254,252,53,45,1
18263,2,0,254,0,52,0,1
10591,10,6,254,252,53,45,1
8058,2,0,254,0,84,0,1
12097,2,0,254,0,100,0,1
2021,16,18,31,29,96,91,0
3645,78,80,31,29,58,910,0
11570,2,0,254,0,52,0,1
2320,16,18,31,29,96,91,0
1717,2,2,31,29,73,89,0
17530,10,6,254,252,114,45,1
17958,50,24,62,252,834,81,1
843,16,18,31,29,96,91,0
18910,20,0,254,0,45,0,1
9734,10,8,62,252,82,206,1
14582,2,0,254,0,100,0,1
11065,2,0,254,0,100,0,1
19158,10,8,254,252,59,44,1
9650,10,10,62,252,81,141,1
13690,2,0,254,0,100,0,1
9512,2,0,254,0,100,0,1
676,16,18,31,29,96,91,0
12876,2,0,254,0,100,0,1
15747,14,12,254,252,55,57,1
1568,16,18,31,29,96,91,0
19784,130,808,62,252,46,1343,1
4059,16,18,31,29,96,91,0
3434,52,54,31,29,56,69,0
8975,12,10,254,252,83,81,1
4332,16,18,31,29,96,91,0
5056,22,14,31,29,67,123,0
1025,16,18,31,29,96,91,0
15356,42,0,254,0,52,0,1
19823,12,8,254,252,111,133,1
14759,2,0,254,0,52,0,1
15124,4,0,254,0,100,0,1
13983,10,8,254,252,56,44,1
15052,2,0,254,0,100,0,1
13332,10,6,254,252,61,45,1
5194,10,8,62,252,82,134,1
120,2,0,254,0,1076,0,0
2368,38,40,31,29,64,463,0
10114,14,6,254,252,486,45,1
2946,28,42,31,29,79,819,0
8432,10,8,254,252,56,44,1
8756,10,6,254,252,95,45,1
1155,8,10,31,29,132,82,0
2911,12,18,31,29,132,565,0
354,8,10,31,29,132,82,0
10529,10,8,254,252,106,44,1
8915,10,8,254,252,83,44,1
3851,4,4,31,29,142,78,0
11327,2,0,254,0,100,0,1
961,8,10,31,29,132,82,0
4751,2,2,31,29,73,89,0
10595,2,0,254,0,100,0,1
9789,26,60,62,252,48,954,1
370,8,10,31,29,132,82,0
12240,2,0,254,0,100,0,1
9727,24,22,62,252,52,74,1
12456,2,0,254,0,100,0,1
11996,2,0,254,0,100,0,1
3842,48,50,31,29,62,610,0
13624,2,0,254,0,100,0,1
10476,4,0,254,0,90,0,1
2389,30,42,31,29,77,819,0
11667,2,0,254,0,100,0,1
2222,122,126,31,29,64,120,0
1835,16,18,31,29,96,91,0
1674,16,18,31,29,96,91,0
2325,16,18,31,29,96,91,0
5148,2,0,254,0,100,0,1
17507,2,0,254,0,120,0,1
3260,16,18,31,29,96,91,0
18581,4,2,254,60,126,184,1
14583,2,0,254,0,100,0,1
1070,22,24,31,29,87,180,0
4268,420,858,31,29,56,1276,0
7899,78,28,62,252,1059,77,1
1961,16,18,31,29,96,91,0
8110,12,10,254,252,83,81,1
3449,12,18,31,29,132,565,0
13130,32,116,62,252,51,1162,1
8867,2,0,254,0,52,0,1
15247,20,38,62,252,128,1138,1
9194,32,22,62,252,589,87,1
10454,20,28,62,252,48,493,1
16561,12,10,254,252,102,81,1
1287,40,42,31,29,64,551,0
842,6,8,31,29,53,233,0
11316,2,0,254,0,100,0,1
14195,2,0,254,0,90,0,1
2873,16,18,31,29,96,91,0
13903,2,0,254,0,100,0,1
3087,16,18,31,29,96,91,0
2157,16,18,31,29,96,91,0
3780,78,80,31,29,58,910,0
2548,78,80,31,29,58,910,0
3767,52,54,31,29,56,69,0
2906,16,18,31,29,96,91,0
14230,2,0,254,0,90,0,1
1699,22,24,31,29,87,180,0
12399,2,0,254,0,100,0,1
6052,2,0,254,0,90,0,1
17009,10,12,62,252,79,365,1
3119,2,2,31,29,73,89,0
14824,2,0,254,0,100,0,1
11963,2,0,254,0,100,0,1
16592,10,10,62,252,45,408,1
576,16,18,31,29,96,91,0
9732,2,0,254,0,100,0,1
688,4,4,31,29,142,76,0
873,16,18,31,29,96,91,0
3472,16,18,31,29,96,91,0
1302,80,80,31,29,58,910,0
6805,2,0,254,0,90,0,1
555,16,18,31,29,96,91,0
15608,10,8,254,252,76,44,1
1219,16,18,31,29,96,91,0
12988,2,0,254,0,100,0,1
7161,10,8,62,252,81,161,1
5683,10,6,254,252,74,45,1
2954,64,66,31,29,59,785,0
18775,196,0,254,0,272,0,1
7127,2,0,254,0,532,0,1
2834,16,18,31,29,96,91,0
5265,2,0,254,0,65,0,1
2492,30,42,31,29,77,819,0
1410,22,24,31,29,179,115,0
10315,16,14,254,252,55,55,1
16653,76,28,62,252,1047,81,1
3017,16,18,31,29,96,91,0
460,8,10,31,29,132,82,0
12321,2,0,254,0,100,0,1
762,16,18,31,29,96,91,0
7902,2,0,254,0,100,0,1
8513,10,6,254,252,52,45,1
6582,2,0,254,0,532,0,1
963,16,18,31,29,96,91,0
490,16,18,31,29,96,91,0
18955,10,6,254,252,125,45,1
6683,32,108,62,252,46,1135,1
18948,196,0,254,0,272,0,1
15239,10,8,254,252,56,44,1
166,2,0,254,0,615,0,0
389,40,42,31,29,64,551,0
7012,2,0,254,0,39,0,1
8785,8,8,62,252,46,85,1
7542,2,0,254,0,100,0,1
5817,10,20,62,252,83,829,1
16617,12,8,254,252,47,93,1
3876,48,50,31,29,62,610,0
4778,122,126,31,29,64,134,0
17896,14,10,254,252,55,56,1
422,16,18,31,29,96,91,0
15244,10,8,254,252,100,44,1
5880,10,6,254,252,51,45,1
15076,2,0,254,0,100,0,1
2747,16,18,31,29,96,91,0
15544,10,10,62,252,81,122,1
1460,64,66,31,29,59,785,0
906,40,42,31,29,64,551,0
13823,2,0,254,0,100,0,1
9765,2,0,254,0,100,0,1
1978,16,18,31,29,96,91,0
2146,22,24,31,29,87,180,0
17451,10,6,254,252,59,45,0
19794,36,12,254,252,975,74,1
5923,12,10,254,252,82,81,1
18381,2,0,254,0,84,0,1
5345,14,12,254,252,100,57,1
3620,2,2,31,29,73,89,0
16844,10,8,254,252,56,44,1
3561,40,42,31,29,64,551,0
16886,4,2,254,60,134,220,1
5324,10,8,254,252,56,44,1
2378,12,18,31,29,132,565,0
4118,16,18,31,29,96,91,0
1029,4,4,31,29,132,76,0
4739,8,12,31,29,53,735,0
17691,2,0,254,0,316,0,1
7815,24,16,254,252,94,91,1
16819,12,8,254,252,88,91,1
12011,2,0,254,0,100,0,1
1392,16,18,31,29,96,91,0
6322,2,0,254,0,84,0,1
4485,122,126,31,29,64,120,0
3262,78,80,31,29,58,910,0
4626,4,4,31,29,142,78,0
663,16,18,31,29,96,91,0
17563,10,8,62,252,84,144,1
15028,2,0,254,0,100,0,1
3764,48,50,31,29,62,610,0
12419,2,0,254,0,100,0,1
7619,8,8,62,252,46,81,1
4742,2,2,31,29,65,81,0
10940,2,0,254,0,100,0,1
15075,2,0,254,0,100,0,1
3096,16,18,31,29,96,91,0
12684,80,16,254,252,1201,44,1
118,14,6,31,29,638,53,0
3183,78,80,31,29,58,910,0
158,2,0,254,0,1090,0,0
10711,2,0,254,0,90,0,1
18975,4,0,254,0,272,0,1
11594,2,0,254,0,100,0,1
2266,16,18,31,29,96,91,0
10648,2,0,254,0,100,0,1
4976,52,40,31,29,717,82,0
2418,2,2,31,29,66,82,0
3157,8,10,31,29,132,82,0
19431,2,0,254,0,256,0,1
2356,28,42,31,29,79,819,0
8419,16,10,254,252,66,56,1
15444,10,10,62,252,78,423,1
1350,16,18,31,29,96,91,0
7126,2,0,254,0,100,0,1
17626,10,8,62,252,81,195,1
18281,10,6,254,252,84,45,1
2782,28,42,31,29,79,819,0
11705,2,0,254,0,100,0,1
6162,10,8,254,252,79,44,1
2423,2,2,31,29,73,89,0
5467,10,6,254,252,53,45,1
16449,10,8,254,252,56,44,1
4470,38,40,31,29,64,463,0
4519,8,10,31,29,132,82,0
721,16,18,31,29,96,91,0
12965,2,0,254,0,100,0,1
6439,2,0,254,0,100,0,1
5746,12,10,254,252,91,80,1
16869,60,14,254,252,1137,44,1
4255,8,12,31,29,53,735,0
9013,10,6,254,252,76,45,1
4312,40,38,31,29,64,484,0
1161,64,66,31,29,59,785,0
335,64,68,31,29,59,763,0
3100,362,746,31,29,53,1458,0
12852,2,0,254,0,100,0,1
9155,2,0,254,0,100,0,1
11910,2,0,254,0,100,0,1
7764,20,22,62,252,198,90,1
18264,12,10,62,252,75,194,1
6189,10,6,254,252,252,45,1
3702,22,26,31,29,87,170,0
16393,12,8,254,252,152,104,1
15794,10,10,62,252,91,131,1
16843,2,0,254,0,84,0,1
5701,2,0,254,0,100,0,1
6775,2,0,254,0,100,0,1
8147,10,6,254,252,121,45,1
4908,2,2,31,29,73,89,0
4714,28,28,31,29,152,106,0
13297,2,0,254,0,100,0,1
18145,10,8,254,252,53,44,0
2289,38,40,31,29,64,463,0
13423,28,0,254,0,108,0,1
12274,10,8,254,252,69,44,1
15665,10,6,254,252,153,45,1
122,2,0,254,0,108,0,0
16787,12,10,62,252,73,129,1
14645,2,0,254,0,100,0,1
2914,16,18,31,29,96,91,0
9774,10,6,254,252,85,45,1
14899,14,12,254,252,93,57,1
1905,16,18,31,29,96,91,0
6388,2,0,254,0,100,0,1
15667,10,8,254,252,53,44,1
3392,16,18,31,29,96,91,0
9931,2,0,254,0,100,0,1
3886,40,42,31,29,64,551,0
18707,10,10,62,252,85,130,1
14025,2,0,254,0,90,0,1
3359,40,42,31,29,64,551,0
4372,14,18,31,29,120,565,0
1367,28,42,31,29,79,819,0
9806,10,6,254,252,231,45,1
6157,10,8,254,252,252,44,1
19651,22,22,62,252,54,73,1
13217,2,0,254,0,100,0,1
8120,10,6,254,252,93,45,1
17926,10,6,254,252,53,45,0
4008,16,18,31,29,96,91,0
14741,2,0,254,0,100,0,1
18690,10,8,254,252,185,44,1
2976,16,18,31,29,96,91,0
615,16,18,31,29,96,91,0
4495,14,18,31,29,120,565,0
16538,84,30,62,252,1039,77,1
12005,2,0,254,0,100,0,1
2061,16,18,31,29,96,91,0
3847,16,18,31,29,96,91,0
10505,2,0,254,0,100,0,1
3946,48,50,31,29,62,610,0
2862,2,2,31,29,73,89,0
10604,10,6,254,252,88,45,1
2020,16,18,31,29,96,91,0
8377,12,6,254,252,317,45,1
9393,2,0,254,0,100,0,1
12959,2,0,254,0,100,0,1
11122,2,0,254,0,100,0,1
16671,10,6,254,252,76,45,1
12311,2,0,254,0,100,0,1
17825,2,0,254,0,84,0,1
1124,16,18,31,29,96,91,0
5937,2,0,254,0,100,0,1
9703,2,0,254,0,100,0,1
13630,2,0,254,0,100,0,1
2902,22,24,31,29,87,180,0
4815,18,18,31,29,230,136,0
19141,26,26,254,252,71,44,1
17577,2,0,254,0,320,0,1
15612,8,12,62,252,46,760,1
4866,2,2,31,29,65,81,0
10192,10,8,62,252,80,182,1
4847,64,66,31,29,59,785,0
13337,2,0,254,0,84,0,1
16630,10,6,254,252,86,45,1
2882,28,42,31,29,79,819,0
17953,10,6,254,252,53,45,0
12363,2,0,254,0,100,0,1
16554,10,8,254,252,114,44,1
10479,2,0,254,0,100,0,1
2873,16,18,31,29,96,91,0
11123,2,0,254,0,100,0,1
1740,16,18,31,29,96,91,0
7298,2,0,254,0,100,0,1
8959,2,0,254,0,39,0,1
13463,10,6,254,252,255,45,1
12776,10,8,254,252,56,44,1
7835,2,0,254,0,100,0,1
15168,2,0,254,0,372,0,1
13924,2,0,254,0,100,0,1
19596,4,0,254,0,535,0,1
15732,38,22,62,252,735,86,1
5912,2,0,254,0,100,0,1
2428,8,10,31,29,132,82,0
9762,10,6,254,252,102,45,1
18765,8,8,62,252,46,157,1
13627,2,0,254,0,100,0,1
4159,40,42,31,29,64,551,0
10579,10,8,254,252,56,44,1
18502,24,22,62,252,54,76,1
9798,2,0,254,0,100,0,1
5938,2,0,254,0,316,0,1
116,16,18,31,29,96,91,0
19309,10,8,254,252,96,156,1
1715,4,4,31,29,130,76,0
3575,2,2,31,29,73,89,0
3629,40,42,31,29,64,551,0
2274,4,4,31,29,142,76,0
7241,2,0,254,0,100,0,1
7862,2,0,254,0,100,0,1
9731,2,0,254,0,100,0,1
16559,18,18,254,252,135,77,1
3196,8,10,31,29,132,82,0
4691,40,42,31,29,64,551,0
8118,2,0,254,0,84,0,1
5949,2,0,254,0,474,0,1
4632,4,4,31,29,142,78,0
7445,2,0,254,0,100,0,1
486,16,18,31,29,96,91,0
2867,38,40,31,29,64,463,0
7304,2,0,254,0,100,0,1
10065,2,0,254,0,100,0,1
9377,66,0,254,0,108,0,1
5557,12,10,254,252,83,79,1
2241,16,18,31,29,96,91,0
14156,10,8,62,252,79,145,1
4443,2,2,31,29,66,82,0
4278,40,42,31,29,64,551,0
2046,30,42,31,29,77,819,0
2564,16,18,31,29,96,91,0
454,16,18,31,29,96,91,0
8872,14,8,254,252,477,129,1
2807,16,18,31,29,96,91,0
1685,78,82,31,29,58,889,0
8471,10,8,254,252,56,44,1
9852,12,10,254,252,215,78,1
10150,16,12,254,252,61,54,1
2344,106,114,31,29,89,108,0
15347,12,18,62,252,75,982,1
7451,10,8,254,252,56,44,1
11561,2,0,254,0,100,0,1
6606,10,8,254,252,86,44,1
16796,22,20,62,252,48,182,1
8487,20,12,254,252,57,45,1
5888,10,8,254,252,56,44,1
271,4,4,31,29,142,76,0
16306,12,66,62,252,72,1299,1
2324,18,18,31,29,230,136,0
1878,2,2,31,29,65,81,0
15034,2,0,254,0,100,0,1
13987,2,0,254,0,100,0,1
10404,2,0,254,0,90,0,1
11825,2,0,254,0,100,0,1
19257,12,8,254,252,99,91,1
2250,16,18,31,29,96,91,0
1549,14,18,31,29,120,565,0
13258,2,0,254,0,100,0,1
4081,2,2,31,29,66,82,0
6822,2,0,254,0,100,0,1
2596,52,42,31,29,716,80,0
4728,52,54,31,29,56,69,0
1521,2,2,31,29,66,82,0
10403,10,6,254,252,118,45,1
4468,4,4,31,29,142,76,0
3092,16,18,31,29,96,91,0
19993,10,8,62,252,93,324,1
2927,78,80,31,29,58,910,0
19234,2,0,254,0,84,0,1
12908,38,10,254,252,1088,44,1
824,16,18,31,29,96,91,0
8231,14,10,254,252,55,56,1
4364,62,58,31,29,96,138,0
3603,2,2,31,29,65,81,0
18146,10,8,254,252,53,44,0
1781,2,2,31,29,65,81,0
13571,12,8,254,252,100,94,1
7770,2,0,254,0,100,0,1
199,4,4,31,29,142,78,0
18068,10,6,254,252,252,45,1
152,2,0,254,0,969,0,0
8414,14,6,254,252,561,45,1
2380,8,10,31,29,132,82,0
8281,154,26,254,252,1266,43,1
17295,12,10,254,252,254,83,1
1612,40,40,31,29,64,463,0
18862,10,8,254,252,97,44,1
19619,10,6,254,252,155,45,1
10139,2,0,254,0,100,0,1
57,1,0,0,0,46,0,0
3334,14,18,31,29,120,565,0
18898,10,8,254,252,56,44,1
14608,2,0,254,0,100,0,1
7166,24,32,62,252,48,571,1
2904,64,66,31,29,59,785,0
7533,10,6,254,252,55,45,1
1193,16,18,31,29,96,91,0
4734,122,126,31,29,64,115,0
1561,14,18,31,29,120,565,0
1389,16,18,31,29,96,91,0
17115,14,10,254,252,84,78,1
12242,2,0,254,0,100,0,1
770,16,18,31,29,96,91,0
1687,4,4,31,29,142,78,0
3192,78,80,31,29,58,910,0
2602,18,18,31,29,230,136,0
3998,78,80,31,29,58,910,0
18296,10,8,254,252,56,44,1
19170,10,6,254,252,76,45,1
3877,52,40,31,29,716,82,0
2526,64,66,31,29,59,785,0
962,16,18,31,29,96,91,0
19114,8,8,62,252,46,192,1
4846,4,4,31,29,132,76,0
19067,16,12,254,252,57,54,1
8854,22,22,62,252,54,75,1
9540,2,0,254,0,100,0,1
4144,30,42,31,29,77,819,0
6112,2,0,254,0,100,0,1
558,16,18,31,29,96,91,0
4546,122,126,31,29,64,120,0
12971,10,8,254,252,56,44,1
8440,14,12,254,252,67,57,1
17778,10,6,254,252,80,45,1
10459,2,0,254,0,100,0,1
3361,16,18,31,29,96,91,0
15205,10,8,254,252,56,44,1
18366,14,8,254,252,616,134,1
16046,10,6,254,252,53,45,1
10470,2,0,254,0,68,0,1
14642,2,0,254,0,100,0,1
11438,2,0,254,0,100,0,1
45,24,58,62,252,112,1227,0
11801,2,0,254,0,100,0,1
7665,10,8,254,252,195,44,1
9311,10,6,254,252,90,45,1
14909,2,0,254,0,100,0,1
18538,2,0,254,0,1496,0,1
3224,4,4,31,29,132,76,0
17685,24,110,62,252,58,1241,1
8561,2,0,254,0,84,0,1
7167,10,6,254,252,79,45,1
8099,2,0,254,0,57,0,1
19232,10,8,254,252,56,44,1
6753,2,0,254,0,100,0,1
13303,2,0,254,0,100,0,1
11758,2,0,254,0,100,0,1
3646,2,2,31,29,73,89,0
4288,14,18,31,29,120,565,0
18793,2,0,254,0,84,0,1
10509,22,22,62,252,54,73,1
11884,10,8,254,252,127,44,1
2717,38,40,31,29,64,463,0
11613,10,6,254,252,51,45,1
14725,2,0,254,0,100,0,1
1244,16,18,31,29,80,143,0
19722,10,8,254,252,63,44,1
4219,8,12,31,29,53,735,0
11015,2,0,254,0,100,0,1
326,2,2,31,29,73,89,0
5685,2,0,254,0,100,0,1
13777,10,6,254,252,111,45,1
5452,18,18,254,252,126,68,1
12706,2,0,254,0,100,0,1
5876,2,0,254,0,100,0,1
4412,14,6,31,29,638,53,0
12164,2,0,254,0,100,0,1
11646,2,0,254,0,100,0,1
12034,10,6,254,252,76,45,1
19474,10,6,254,252,86,45,1
11148,2,0,254,0,90,0,1
19324,12,24,62,252,72,915,1
11176,2,0,254,0,90,0,1
7138,26,22,62,252,51,75,1
14341,2,0,254,0,100,0,1
2470,16,18,31,29,96,91,0
7694,2,0,254,0,100,0,1
17519,10,8,254,252,56,44,1
432,8,10,31,29,132,82,0
1869,16,18,31,29,96,91,0
6549,2,0,254,0,100,0,1
17423,10,6,254,252,61,45,1
895,16,18,31,29,96,91,0
3266,8,12,31,29,53,735,0
11355,2,0,254,0,100,0,1
14030,2,0,254,0,100,0,1
3240,16,18,31,29,96,91,0
5014,14,8,31,29,638,53,0
3309,16,18,31,29,96,91,0
3509,4,4,31,29,132,76,0
4228,8,10,31,29,132,82,0
15305,34,22,254,252,582,88,1
4569,52,40,31,29,718,82,0
7957,2,0,254,0,1065,0,1
14603,26,22,62,252,51,76,1
13551,10,6,254,252,184,45,1
13537,2,0,254,0,84,0,1
15091,2,0,254,0,100,0,1
3749,64,66,31,29,59,785,0
1926,16,18,31,29,96,91,0
1540,16,18,31,29,96,91,0
18438,12,8,254,252,180,128,1
16693,20,20,62,252,54,287,1
11433,2,0,254,0,100,0,1
8520,2,0,254,0,52,0,1
357,8,10,31,29,132,82,0
1567,16,18,31,29,96,91,0
7328,2,0,254,0,611,0,1
8116,2,0,254,0,100,0,1
4033,16,18,31,29,96,91,0
13930,22,34,62,252,48,665,1
902,4,4,31,29,130,76,0
11252,10,8,254,252,53,44,1
3061,16,18,31,29,96,91,0
3138,16,18,31,29,96,91,0
9870,2,0,254,0,100,0,1
12147,2,0,254,0,100,0,1
8701,2,0,254,0,39,0,1
6177,2,0,254,0,100,0,1
1732,12,12,31,29,89,188,0
3079,4,4,31,29,130,76,0
14841,10,8,254,252,84,44,1
22,14,12,62,252,49,79,0
1653,16,18,31,29,96,91,0
11896,2,0,254,0,100,0,1
1081,16,18,31,29,96,91,0
6967,1,0,0,0,60,0,1
9574,2,0,254,0,100,0,1
2561,78,80,31,29,58,910,0
9573,112,22,254,252,1217,43,1
9140,2,0,254,0,100,0,1
11626,2,0,254,0,100,0,1
19132,10,6,254,252,252,45,1
4617,4,4,31,29,142,78,0
980,16,18,31,29,96,91,0
5964,2,0,254,0,100,0,1
528,38,40,31,29,64,463,0
1537,28,42,31,29,79,819,0
4323,12,18,31,29,132,565,0
2732,30,42,31,29,77,819,0
10312,2,0,254,0,100,0,1
1163,16,18,31,29,96,91,0
18909,2,0,254,0,347,0,1
1375,4,4,31,29,142,76,0
4290,12,12,31,29,89,188,0
2798,16,18,31,29,96,91,0
2840,16,18,31,29,96,91,0
17948,10,8,254,252,53,44,0
5000,14,18,31,29,120,565,0
15215,16,6,254,252,625,45,1
3114,16,18,31,29,96,91,0
9279,2,0,254,0,100,0,1
12594,2,0,254,0,100,0,1
5111,2,0,254,0,100,0,1
526,8,10,31,29,132,82,0
4108,16,18,31,29,96,91,0
1994,16,18,31,29,96,91,0
5015,40,42,31,29,64,551,0
11522,2,0,254,0,100,0,1
