,Flow Duration,Flow IAT Min,Bwd IAT Mean,Bwd IAT Std,Idle Max,Label
960,30,30,0.0,0.0,0,0
14404,54153,6,53034.0,0.0,0,0
5642,2107540,4,322132.0,310161.926,0,0
7210,118032542,0,4536729.692,16015314.93,58959143,0
16949,3023944,1007874,0.0,0.0,0,1
14872,60610508,1,4328394.357,5111901.579,10003776,0
658,485,485,0.0,0.0,0,1
1624,531,531,0.0,0.0,0,1
9697,15179,15179,0.0,0.0,0,1
6446,6632,7,2208.333333,3588.168381,0,1
11162,547,547,0.0,0.0,0,1
13942,86146965,86100000,0.0,0.0,86100000,0
14005,30317,30317,0.0,0.0,0,1
19168,3813264,44,535225.4286,368883.7905,0,0
18185,35498,3,34481.0,0.0,0,0
10945,18789,6,17815.0,0.0,0,0
12411,1263966,3,203695.3333,368069.1528,0,0
7541,643,643,0.0,0.0,0,0
3101,4723255,3,769868.5,1000625.233,0,0
8587,2378441,3,381114.0,378683.0165,0,0
11042,5428002,43,1809247.667,3133265.478,0,0
5994,1850,1850,0.0,0.0,0,0
8408,4245798,58,524388.125,345691.7937,0,0
4473,10512,16,3328.0,5337.228588,0,1
183,50,24,0.0,0.0,0,0
15769,753,753,0.0,0.0,0,0
8743,4047050,4,506406.7143,646494.5891,0,0
15622,86155423,86155423,0.0,0.0,86155423,0
16766,10376,1,3279.666667,5373.461206,0,1
10542,2244504,4,337282.3333,302605.4107,0,0
19611,2492,2492,0.0,0.0,0,1
3060,1974658,1974658,0.0,0.0,0,1
6904,344,344,0.0,0.0,0,0
13555,2371,2371,0.0,0.0,0,0
7627,357829,4,17039.04762,43848.76903,0,1
19272,2092,2092,0.0,0.0,0,0
18864,2,2,0.0,0.0,0,1
658,485,485,0.0,0.0,0,1
8655,4209450,3,589422.4286,526855.6602,0,0
19590,24031,24031,0.0,0.0,0,0
15120,9725,9725,0.0,0.0,0,1
16834,8659,8659,0.0,0.0,0,1
17275,110,0,0.0,0.0,0,0
5959,1985,1985,0.0,0.0,0,1
10366,529,529,0.0,0.0,0,1
3916,657,657,0.0,0.0,0,1
19083,7994,7994,0.0,0.0,0,1
9468,1016,1016,0.0,0.0,0,0
2490,930,930,0.0,0.0,0,0
1903,17,17,0.0,0.0,0,0
437,227,22,0.0,0.0,0,0
10519,2269073,4,342559.0,299357.7953,0,0
4442,6553077,60,2184289.333,3782740.652,0,0
17567,2314252,3,349904.5,296560.3098,0,0
1881,15547,4,5180.333333,8182.661568,0,1
19872,386871,3,18422.19048,34282.88205,0,1
3658,1149,1149,0.0,0.0,0,0
5649,3043910,1027868,0.0,0.0,0,1
13282,382663,1,50585.0,63526.50801,0,0
11518,370,370,0.0,0.0,0,0
18065,1904927,3,191695.6667,163526.2344,0,0
11092,2580055,39,302499.25,295145.564,0,0
4897,17114,17114,0.0,0.0,0,0
9435,79150,79150,0.0,0.0,0,0
1539,1,1,0.0,0.0,0,1
13922,335,335,0.0,0.0,0,0
13219,1272,8,742.0,0.0,0,0
17514,666,23,164.6666667,151.8628767,0,0
6250,5911556,57,1970402.667,3412232.179,0,0
7614,414,414,0.0,0.0,0,0
8082,86329381,86329381,0.0,0.0,86329381,0
10963,1658002,4,258284.3333,333702.2206,0,0
4821,1,1,0.0,0.0,0,1
7607,2,2,0.0,0.0,0,1
1117,114475,35,35.0,0.0,0,0
6820,824,824,0.0,0.0,0,1
6203,4142445,2,572476.7143,416314.1286,0,0
920,3988059,88,550657.1429,295946.9347,0,0
7505,3147,3147,0.0,0.0,0,1
9812,1321,1321,0.0,0.0,0,1
5690,8769,8769,0.0,0.0,0,1
16591,66247,38,38.0,0.0,0,0
17152,12747,1,4119.666667,6818.378277,0,1
2293,1343,3,749.0,0.0,0,0
7662,7,7,0.0,0.0,0,1
17209,212,212,0.0,0.0,0,0
8630,1238,5,748.0,0.0,0,0
11327,2,2,0.0,0.0,0,1
10401,60,28,0.0,0.0,0,0
575,13478,6,4490.666667,7505.542108,0,1
17892,10629,5,3541.333333,5737.54663,0,1
12075,105,105,0.0,0.0,0,0
11527,1238,3,624.0,0.0,0,0
11524,14,14,0.0,0.0,0,0
14235,414700,4,19747.0,45676.87393,0,1
12636,1,1,0.0,0.0,0,1
14316,374991,5,17856.33333,34507.86964,0,1
11500,115842766,0,5836321.368,5055691.298,10001293,0
17367,6,6,0.0,0.0,0,1
13828,115746810,17,7361895.0,4584868.139,10001348,0
19639,11232,11232,0.0,0.0,0,1
6320,1072,1072,0.0,0.0,0,0
1304,1174,1174,0.0,0.0,0,1
18870,61004672,0,129510.3333,107096.4733,0,0
4516,27319,27319,0.0,0.0,0,1
3611,25,25,0.0,0.0,0,0
7447,10381,1,3292.0,5190.078708,0,1
17699,312624,5,15630.35,33866.78672,0,1
11089,1740,1740,0.0,0.0,0,0
17031,1,1,0.0,0.0,0,1
12538,1,1,0.0,0.0,0,1
15180,473,473,0.0,0.0,0,1
5755,54197445,54200000,0.0,0.0,0,0
11967,6148477,41,2049444.333,3549311.298,0,0
9694,393,23,0.0,0.0,0,0
4139,7,7,0.0,0.0,0,1
18894,2923679,36,306814.3333,275032.3194,0,0
6601,11189,20,3556.666667,5836.070796,0,1
16420,23615,23615,0.0,0.0,0,0
14705,1,1,0.0,0.0,0,1
11117,1640,1640,0.0,0.0,0,1
13760,282884,1,0.0,0.0,0,0
3250,490,490,0.0,0.0,0,1
361,118483941,6,3444104.333,4774356.907,10152474,0
18412,156,156,0.0,0.0,0,0
8766,84,84,0.0,0.0,0,0
11342,827,0,197.3333333,183.5601627,0,0
15897,1687281,101,268506.0,346054.7168,0,0
14817,86102392,86102392,0.0,0.0,86102392,0
2466,7,7,0.0,0.0,0,1
5709,7757,7757,0.0,0.0,0,1
15163,25933,25933,0.0,0.0,0,1
6876,2087,2087,0.0,0.0,0,1
10635,7,7,0.0,0.0,0,1
13823,2120,2120,0.0,0.0,0,1
8621,16236,6,15679.0,0.0,0,0
2986,335,335,0.0,0.0,0,0
2466,7,7,0.0,0.0,0,1
9195,1335,1335,0.0,0.0,0,1
8297,1230,1230,0.0,0.0,0,1
2962,1406,1406,0.0,0.0,0,1
19665,268212,40,53826.5,1268.259831,0,0
6563,61393,0,5184.5,12117.59111,0,0
17229,7,7,0.0,0.0,0,1
3662,3942767,39,486434.75,447716.4785,0,0
6431,1260,8,621.0,0.0,0,0
8770,18,18,0.0,0.0,0,0
5169,74994032,8,3408228.273,4662980.628,10000000,0
19259,11084,1,3537.0,5834.263278,0,1
10010,11875,11875,0.0,0.0,0,1
4397,710,710,0.0,0.0,0,1
16448,116520786,0,3639344.531,14300000.0,58200000,0
19120,3987278,81,563703.0,403921.6007,0,0
14537,49,49,0.0,0.0,0,0
4559,1230,1230,0.0,0.0,0,1
4607,218,13,0.0,0.0,0,0
18982,14450,14450,0.0,0.0,0,1
17072,16750,3,5581.0,9033.34639,0,1
4647,7,7,0.0,0.0,0,1
16958,2,2,0.0,0.0,0,1
6857,43,43,0.0,0.0,0,0
6384,1,1,0.0,0.0,0,1
15111,6325158,3,1005596.667,981563.4199,0,0
17751,15942,15942,0.0,0.0,0,1
12042,16749,16749,0.0,0.0,0,1
10662,29054,6,9682.666667,10797.1225,0,1
1817,237,237,0.0,0.0,0,0
8291,559,559,0.0,0.0,0,1
3288,542,542,0.0,0.0,0,1
8477,10839,5,3611.333333,6017.050966,0,1
17379,52594860,24,0.0,0.0,52411426,0
14211,419468,419468,0.0,0.0,0,0
3521,16,16,0.0,0.0,0,0
11673,285753,65,0.0,0.0,0,0
3252,29289,29289,0.0,0.0,0,1
12816,4556,4,1517.333333,2359.861083,0,1
8674,486,486,0.0,0.0,0,1
12942,348162,3,16578.71429,30074.56353,0,1
11667,16134130,16134130,0.0,0.0,16134130,1
10675,1096,1096,0.0,0.0,0,0
10545,16564,4,5519.333333,9023.049503,0,1
5270,16491,16491,0.0,0.0,0,1
15234,115766172,1,6484331.824,4930819.921,10000000,0
13140,5,5,0.0,0.0,0,1
1030,240,240,0.0,0.0,0,0
2471,1164434,79,189150.3333,367484.6316,0,0
2171,53715625,53700000,0.0,0.0,0,0
11046,5001951,6,1667315.0,2887370.266,0,1
8502,388573,5,20450.84211,43004.8274,0,1
10356,15258,15258,0.0,0.0,0,1
8296,5006226,7,1668739.667,2889507.915,0,1
19684,2196149,3,331908.8333,305713.9055,0,0
15080,1626,1626,0.0,0.0,0,1
14323,6,6,0.0,0.0,0,1
13454,476108,1,17294.5,26698.12545,0,0
12459,1039,62,245.6666667,166.3199727,0,0
6556,5448,5448,0.0,0.0,0,1
4964,2507,2507,0.0,0.0,0,1
4059,1043,1043,0.0,0.0,0,0
4535,1,1,0.0,0.0,0,1
9186,176074,45,45.0,0.0,0,0
14271,59,15,0.0,0.0,0,0
5823,6546,6546,0.0,0.0,0,1
13339,18,18,0.0,0.0,0,1
19737,1,1,0.0,0.0,0,1
18318,303292,8,14442.09524,30103.92971,0,1
8135,9017085,9017085,0.0,0.0,0,0
17976,17570,6,16986.0,0.0,0,0
5343,2,2,0.0,0.0,0,1
9233,6286,6286,0.0,0.0,0,1
18290,14289,5,13456.0,0.0,0,0
5055,6,6,0.0,0.0,0,1
16212,392341,2,20649.36842,35800.08392,0,1
7998,11266,1,3619.0,5835.526711,0,1
8048,43093,43093,0.0,0.0,0,0
18629,15285,15285,0.0,0.0,0,1
17898,356444,4,17821.7,39141.05406,0,1
13225,26769,26769,0.0,0.0,0,1
7521,345,345,0.0,0.0,0,0
19322,181,181,0.0,0.0,0,0
13187,16885,16885,0.0,0.0,0,1
15861,10194,10194,0.0,0.0,0,1
9366,2644569,4,311045.375,296083.3,0,0
982,45145,9,4010.5,8196.470649,0,0
1445,250,250,0.0,0.0,0,0
3366,1777,3,761.0,0.0,0,0
17571,535,535,0.0,0.0,0,0
13304,777,0,180.3333333,186.8056031,0,0
14763,91,91,0.0,0.0,0,0
6613,367,367,0.0,0.0,0,0
8861,1116,6,587.0,0.0,0,0
5985,116265454,1,3594733.097,4866072.609,10000000,0
17585,2,2,0.0,0.0,0,1
1753,126,126,0.0,0.0,0,0
2435,1977,5,1238.0,0.0,0,0
15549,1257,7,621.0,0.0,0,0
4286,27197,27197,0.0,0.0,0,1
7911,105002842,2,105002840.0,0.0,105002838,1
5461,2,2,0.0,0.0,0,1
5329,389839,2,20517.63158,50012.78153,0,1
15404,610,610,0.0,0.0,0,1
848,437,437,0.0,0.0,0,1
17659,721,3,158.0,0.0,0,0
19657,6392963,43,2130935.0,3690395.785,0,0
2657,86342270,86342270,0.0,0.0,86342270,0
19595,219607,8,262.0,38.18376618,0,1
7634,89,89,0.0,0.0,0,0
8357,1403,6,592.0,0.0,0,0
2392,377428,2,19864.52632,38385.24709,0,1
3449,9469,22,3028.0,4923.260302,0,1
6137,202,202,0.0,0.0,0,0
10777,1719,1719,0.0,0.0,0,1
12524,3558,3558,0.0,0.0,0,1
16914,7,7,0.0,0.0,0,1
10412,539400,3,134833.5,106.6411428,0,0
10044,54215829,54215829,0.0,0.0,0,0
1547,509,509,0.0,0.0,0,1
5314,471,471,0.0,0.0,0,1
9559,12800,5,4265.0,6656.723593,0,1
7360,1498548,3,170289.2,121559.2981,0,0
13158,4509,4509,0.0,0.0,0,1
8499,11337,2,3778.333333,3781.186234,0,1
17130,2049,2049,0.0,0.0,0,1
5912,6,6,0.0,0.0,0,1
12903,26331974,0,1210685.059,3321575.587,10001710,0
5105,375840,3,19780.89474,35290.52549,0,1
481,48373,29,8434.333333,14179.05689,0,0
8919,1851,1851,0.0,0.0,0,1
15009,30578,30578,0.0,0.0,0,1
19900,2,2,0.0,0.0,0,1
17332,115461805,8,6140757.5,5030488.676,10105857,0
2228,1010083,61,202001.0,1177.91539,0,0
5958,33,33,0.0,0.0,0,0
15828,2,2,0.0,0.0,0,1
11795,5070,1,0.0,0.0,0,0
19339,10021,6,3338.333333,5562.198696,0,1
9465,494,494,0.0,0.0,0,1
13472,99502,33,33.0,0.0,0,0
2024,35248,472,959.0,0.0,0,0
15115,78,34,0.0,0.0,0,0
43,10762,24,3435.333333,5503.212274,0,1
13295,3216,3216,0.0,0.0,0,1
891,30851,30851,0.0,0.0,0,0
2524,29523,29523,0.0,0.0,0,1
15510,13028,6,4340.666667,7288.6488,0,1
9010,1123,1123,0.0,0.0,0,0
14918,2,2,0.0,0.0,0,1
5731,1,1,0.0,0.0,0,1
8013,1758,1758,0.0,0.0,0,0
7651,19980,4,19137.0,0.0,0,0
3112,1388,7,460.3333333,608.531292,0,1
6083,1293,1293,0.0,0.0,0,1
5139,2,2,0.0,0.0,0,1
8946,5,5,0.0,0.0,0,1
4473,10512,16,3328.0,5337.228588,0,1
18486,1794,1794,0.0,0.0,0,1
19949,798,0,187.3333333,165.5576435,0,0
1207,99988761,80,49994334.5,1040.154075,49994989,0
4571,2,2,0.0,0.0,0,1
19611,2492,2492,0.0,0.0,0,1
8557,1374,10,803.0,0.0,0,0
9945,26,26,0.0,0.0,0,0
105,2801,2801,0.0,0.0,0,1
4199,86036382,86036382,0.0,0.0,86036382,0
11762,270,270,0.0,0.0,0,0
13163,249776,4,11893.47619,33801.90049,0,1
16161,66728,7,13792.0,27324.47161,0,0
6314,13524,2,4507.333333,7489.755292,0,1
3189,308974,6,14712.57143,30965.40487,0,1
6026,5219141,78,0.0,0.0,0,0
8428,11304,11304,0.0,0.0,0,1
3982,26046,3,8681.0,14436.07422,0,1
1230,88375121,88375121,0.0,0.0,88375121,0
18026,486,486,0.0,0.0,0,1
6915,1642990,63,256498.1667,341874.061,0,0
9545,17,17,0.0,0.0,0,0
5952,1654,1654,0.0,0.0,0,1
5022,65134897,0,880038.5,2792377.075,10100000,0
3916,657,657,0.0,0.0,0,1
2235,655,655,0.0,0.0,0,1
2466,7,7,0.0,0.0,0,1
18220,79937,318,79619.0,0.0,0,0
11948,1197,6,643.0,0.0,0,0
4481,2080,5,1468.0,0.0,0,0
11649,2462789,4,327361.7143,285010.1521,0,0
15940,4029238,38,572614.4286,364019.5826,0,0
13102,16057,6,15534.0,0.0,0,0
12128,2,2,0.0,0.0,0,1
14112,1,1,0.0,0.0,0,1
6122,28497,313,16002.0,0.0,0,0
10138,1219291,108,198075.3333,370698.793,0,0
1076,17327,3,5772.0,8916.771221,0,1
14253,381990,3,18189.61905,34497.22094,0,1
198,1708,1708,0.0,0.0,0,1
16953,1559,1559,0.0,0.0,0,1
10258,273,273,0.0,0.0,0,0
7298,572,572,0.0,0.0,0,1
10289,10508,21,51.0,0.0,0,1
3156,2,2,0.0,0.0,0,1
2984,639,639,0.0,0.0,0,1
6745,236,23,0.0,0.0,0,0
2711,1018,1018,0.0,0.0,0,0
246,2,2,0.0,0.0,0,1
11298,1416,1416,0.0,0.0,0,0
5278,830,0,201.6666667,186.17823,0,0
8976,21831,21831,0.0,0.0,0,1
14583,15821,7,15176.0,0.0,0,0
17676,283,283,0.0,0.0,0,0
714,100014037,166,11100000.0,10500000.0,20000000,0
18453,18036,17,5916.666667,9943.38425,0,1
5419,502,19,0.0,0.0,0,0
6972,6563,6563,0.0,0.0,0,1
7308,518,518,0.0,0.0,0,1
15657,15830,3,5272.333333,8046.138971,0,1
16008,103,103,0.0,0.0,0,0
13036,29442,29442,0.0,0.0,0,1
10816,185306,45,45.0,0.0,0,0
7076,136,136,0.0,0.0,0,0
5882,1,1,0.0,0.0,0,1
16075,73,73,0.0,0.0,0,0
17820,18,18,0.0,0.0,0,1
17644,584,18,0.0,0.0,0,0
18049,115506770,19,7892220.714,4271425.07,10015702,0
17686,9706,2,3234.666667,4996.273845,0,1
11098,2317744,88,350488.5,296075.4404,0,0
3519,115,3,0.0,0.0,0,0
967,130857,1,1.0,0.0,0,0
3407,9699,1,3058.666667,4928.335047,0,1
16372,29016,29016,0.0,0.0,0,1
5578,254,254,0.0,0.0,0,0
2818,330,330,0.0,0.0,0,0
18740,458,458,0.0,0.0,0,1
14259,1,1,0.0,0.0,0,1
11085,6939,6939,0.0,0.0,0,1
13599,21512,4,7169.333333,6201.601433,0,1
3693,13093,13093,0.0,0.0,0,1
4892,5493,5493,0.0,0.0,0,1
2271,33583,33583,0.0,0.0,0,1
6561,17680,17680,0.0,0.0,0,1
12790,893,893,0.0,0.0,0,0
18802,82,82,0.0,0.0,0,0
18668,1715,1715,0.0,0.0,0,0
14259,1,1,0.0,0.0,0,1
7325,98321797,30421378,0.0,0.0,34444625,0
2653,2303978,89,337498.3333,304639.9304,0,0
15854,11161,21,3559.0,5781.328308,0,1
16916,3595,3595,0.0,0.0,0,1
520,122345,30,30.0,0.0,0,0
18413,156332,1,1.0,0.0,0,0
18204,47,47,0.0,0.0,0,0
15965,7,7,0.0,0.0,0,1
2048,86414361,86414361,0.0,0.0,86414361,0
13916,3768,6,3166.0,0.0,0,0
14068,1990640,27,277881.1667,272072.563,0,0
19491,3097,3097,0.0,0.0,0,1
2815,12903,21,4161.333333,6866.311552,0,1
8224,106654621,4,53327308.0,31579325.21,53247790,1
12781,1920,1920,0.0,0.0,0,0
15749,15819,8,15173.0,0.0,0,0
9017,116756407,1,11700000.0,24500000.0,58000000,0
11520,482,482,0.0,0.0,0,1
5525,6196,6196,0.0,0.0,0,0
19260,1022318,64,255563.5,440.4743655,0,0
18744,86299150,86299150,0.0,0.0,86299150,0
0,5206015,54,504306.5,591640.0074,0,0
5505,795,795,0.0,0.0,0,0
2757,978,978,0.0,0.0,0,1
1944,322035,322035,0.0,0.0,0,0
17733,10858,23,3450.0,5481.277862,0,1
6647,18713,18713,0.0,0.0,0,1
3360,14189,14189,0.0,0.0,0,1
5613,6,6,0.0,0.0,0,1
3541,772,17,0.0,0.0,0,0
12951,6866,6866,0.0,0.0,0,1
15988,2951660,71,590068.8,381857.3358,0,0
17917,10187,2,3395.0,5668.083274,0,1
7083,90718513,32,0.0,0.0,30900000,1
12923,6584,6,2192.666667,3536.677867,0,1
330,1,1,0.0,0.0,0,1
17339,1356,6,782.0,0.0,0,0
15322,1224,1224,0.0,0.0,0,1
2315,388706,2,18509.52381,39353.722,0,1
5139,2,2,0.0,0.0,0,1
17725,32,32,0.0,0.0,0,0
1491,2,2,0.0,0.0,0,1
4623,1180,8,559.0,0.0,0,0
8171,89799882,89800000,0.0,0.0,89800000,0
13520,528,10,114.6666667,128.4419454,0,0
271,489,0,0.0,0.0,0,0
18008,498,498,0.0,0.0,0,1
5178,7,7,0.0,0.0,0,1
15996,13601,13601,0.0,0.0,0,0
16795,33,33,0.0,0.0,0,0
3876,10669,10669,0.0,0.0,0,1
9490,12757,4,4250.666667,6960.33062,0,1
7200,112639766,56319877,0.0,0.0,56319889,0
4794,5502,5502,0.0,0.0,0,1
135,34,34,0.0,0.0,0,0
11301,368,368,0.0,0.0,0,0
14370,261,261,0.0,0.0,0,0
4433,61,61,0.0,0.0,0,0
4525,2,2,0.0,0.0,0,1
16503,12154,12154,0.0,0.0,0,1
11988,86458669,86458669,0.0,0.0,86458669,0
7263,10381,22,3303.333333,5272.938586,0,1
4467,10715,22,3385.333333,5296.409192,0,1
2503,6,6,0.0,0.0,0,1
18131,363727,4,17319.90476,39718.85702,0,1
7420,1519,6,888.0,0.0,0,0
11215,483,483,0.0,0.0,0,1
4947,327,327,0.0,0.0,0,0
3748,5292587,0,752672.4286,1873317.722,0,0
7324,7180,6,6642.0,0.0,0,0
12243,898,1,212.3333333,365.1743876,0,0
6885,1688895,4,254845.8333,347341.9584,0,0
2860,701,701,0.0,0.0,0,1
11817,297,297,0.0,0.0,0,0
11522,4135502,90,567409.7143,297539.9871,0,0
86,305,29,0.0,0.0,0,0
17220,370959,2,19524.0,37739.50903,0,1
16912,10196059,1,1454237.0,3768675.045,9999870,0
115,492,492,0.0,0.0,0,1
16415,733,733,0.0,0.0,0,1
18375,9891,1,3153.333333,5137.816689,0,1
6734,363032,3,18151.15,39149.78164,0,1
4397,710,710,0.0,0.0,0,1
7989,10,10,0.0,0.0,0,0
19004,392937,5,18710.90476,38597.29952,0,1
18989,85996969,85996969,0.0,0.0,85996969,0
15369,2534796,68,396557.3333,351678.3534,0,0
12084,555,555,0.0,0.0,0,1
12003,13676,3,4557.333333,7209.016738,0,1
17068,28,28,0.0,0.0,0,0
2076,9549,9549,0.0,0.0,0,1
1924,112640767,56320355,0.0,0.0,56320412,0
10215,931,931,0.0,0.0,0,0
356,1684,1684,0.0,0.0,0,1
16412,12,12,0.0,0.0,0,0
12423,1427,1427,0.0,0.0,0,0
12162,44355,44355,0.0,0.0,0,1
1164,213501,0,0.0,0.0,0,0
8619,1,1,0.0,0.0,0,1
1703,396,396,0.0,0.0,0,0
5210,4277299,4,447709.6667,443612.6702,0,0
17690,1604,1604,0.0,0.0,0,0
9953,46824,2,46300.0,0.0,0,0
16151,1344,3,662.0,0.0,0,0
13666,4175,4,1389.666667,1792.555253,0,1
10914,12147,12147,0.0,0.0,0,1
4420,1,1,0.0,0.0,0,1
12198,370038,3,17620.52381,28081.26677,0,1
4926,1230876,68,307699.75,7797.70626,0,0
16784,593,593,0.0,0.0,0,1
5766,482,482,0.0,0.0,0,1
12099,17530,17530,0.0,0.0,0,1
10417,313603,58,0.0,0.0,0,0
5814,10019,0,3191.666667,5222.85787,0,1
13405,1894,1894,0.0,0.0,0,1
4778,1403,1403,0.0,0.0,0,0
4989,810,810,0.0,0.0,0,0
18783,6,6,0.0,0.0,0,1
17018,6,6,0.0,0.0,0,1
15229,10500,15,3341.0,5288.282519,0,1
9500,3877234,36,527378.5714,316665.4901,0,0
4217,5530758,72,0.0,0.0,0,0
16423,833,1,201.6666667,196.1665959,0,0
9899,2228583,90,338929.3333,301842.8089,0,0
11840,379521,5,18072.04762,37279.02205,0,1
18805,463,463,0.0,0.0,0,1
14334,433,433,0.0,0.0,0,0
3443,1288,2,428.6666667,550.5282312,0,1
11457,5914,5914,0.0,0.0,0,1
13720,22945700,22945700,0.0,0.0,22945700,1
4893,6,6,0.0,0.0,0,1
17639,6,6,0.0,0.0,0,1
6516,16001583,0,67049.0084,725415.6451,10000000,0
17885,3857713,42,542282.2857,340429.8574,0,0
9587,19373,6,18737.0,0.0,0,0
14720,119,119,0.0,0.0,0,0
214,1445,1445,0.0,0.0,0,1
11314,10524,10524,0.0,0.0,0,1
1215,37656,37656,0.0,0.0,0,1
4134,8716,8716,0.0,0.0,0,1
13096,97,97,0.0,0.0,0,0
19070,1287,5,681.0,0.0,0,0
11351,8378,8378,0.0,0.0,0,1
13628,4972172,4972172,0.0,0.0,0,0
6834,391199,3,18628.2381,39550.74531,0,1
10110,4602,4602,0.0,0.0,0,1
2787,14515,14515,0.0,0.0,0,1
7573,292,292,0.0,0.0,0,0
2270,129847,1,16198.33333,16364.55638,0,0
18340,1763013,77,276434.6667,334865.6731,0,0
10359,4003655,62,557408.5714,287198.7763,0,0
1943,3210833,3,424866.0,208623.6221,0,0
10783,8251,7,2748.0,4215.753432,0,1
10465,1,1,0.0,0.0,0,1
18135,1784,1784,0.0,0.0,0,1
2975,11268,21,3603.0,5869.435748,0,1
1982,957,957,0.0,0.0,0,0
2025,2163,2163,0.0,0.0,0,1
9033,58302,413,57423.0,0.0,0,0
15201,14126,5,4707.0,7379.787057,0,1
9462,5547,6,1847.0,2431.879726,0,1
3355,1303,1303,0.0,0.0,0,1
19843,10858,21,3470.333333,5617.436189,0,1
14558,29,29,0.0,0.0,0,0
3695,50,50,0.0,0.0,0,0
11314,10524,10524,0.0,0.0,0,1
6232,112636766,56318329,0.0,0.0,56318437,0
13013,11559,3,3851.666667,5993.794235,0,1
9910,10721,29,3416.0,5563.517862,0,1
3506,1,1,0.0,0.0,0,1
11451,374445,2,17830.42857,34074.02344,0,1
19870,3252,27,0.0,0.0,0,0
4089,817,1,192.6666667,182.3522233,0,0
19435,6,6,0.0,0.0,0,1
770,394385,5,20756.63158,33779.74314,0,1
15857,1239,6,603.0,0.0,0,0
9173,88270146,88270146,0.0,0.0,88270146,0
8424,11845,11845,0.0,0.0,0,1
18402,2958006,3,405176.6667,451739.2997,0,0
2187,14107,4,4700.666667,7270.146239,0,1
17494,9649,16,3087.666667,4965.787584,0,1
8752,617926,35,124184.5,1651.096706,0,0
5611,15263,15263,0.0,0.0,0,1
17679,274,274,0.0,0.0,0,0
15430,60836850,1,2097435.31,10900000.0,58500000,0
13704,10914,3,3637.0,6103.551999,0,1
4437,463,463,0.0,0.0,0,0
4845,1243450,53431,955479.0,0.0,0,0
7778,67999884,1,1941887.886,3778842.869,10012747,0
6366,1245099,4,201438.5,322049.5572,0,0
12728,48106,0,8162.0,14018.52057,0,0
12430,2,2,0.0,0.0,0,1
8423,12719,4,4237.666667,6813.359108,0,1
14344,41770,2580,0.0,0.0,0,0
19494,35,35,0.0,0.0,0,0
6387,292738,6,14636.35,31778.74682,0,1
9808,1307,2,705.0,0.0,0,0
7818,350338,0,16154.16667,24233.01853,0,0
18540,262282,262282,0.0,0.0,0,0
435,19895,19895,0.0,0.0,0,1
19343,115800582,1,6491528.412,4931522.652,10021798,0
12493,85621,0,10571.85714,21235.3442,0,0
731,86,86,0.0,0.0,0,0
8246,496,496,0.0,0.0,0,1
9832,536963,0,67710.57143,108719.3786,0,0
989,1502,16,0.0,0.0,0,0
17325,486,486,0.0,0.0,0,1
296,833,833,0.0,0.0,0,0
8024,1392,1392,0.0,0.0,0,1
5819,1054,31,243.3333333,190.9616017,0,0
1472,5583,5583,0.0,0.0,0,1
6978,60181715,1,22968.5,24417.04788,0,0
11419,63063,391,62632.0,0.0,0,0
11997,115727850,1,5514827.45,5105435.16,10004467,0
17939,6725592,41,2241799.0,3882339.924,0,0
11202,5837365,41,1945708.0,3369470.153,0,0
1923,7202,4,6598.0,0.0,0,0
14227,6,6,0.0,0.0,0,1
11737,388976,7,20471.21053,40215.71562,0,1
3936,5783390,37,1927749.333,3338466.155,0,0
19718,54011320,54011320,0.0,0.0,0,0
9550,32078,5,31192.0,0.0,0,0
18718,1581815,73,248071.8333,346157.7678,0,0
6330,86361277,86361277,0.0,0.0,86361277,0
7948,85,85,0.0,0.0,0,0
19355,316,316,0.0,0.0,0,0
10376,1940427,19,317117.8333,312151.9959,0,0
12677,2,2,0.0,0.0,0,1
2392,377428,2,19864.52632,38385.24709,0,1
4761,393736,2,20722.78947,50969.77347,0,1
290,837440,72,209342.0,324.7901887,0,0
6562,1408,1408,0.0,0.0,0,1
7123,31,31,0.0,0.0,0,0
19463,10730,21,3393.333333,5562.819819,0,1
17519,49,49,0.0,0.0,0,0
1290,520,520,0.0,0.0,0,0
7036,30144,30144,0.0,0.0,0,1
1444,1575,1575,0.0,0.0,0,0
16469,322,24,0.0,0.0,0,0
11417,21043975,89,7014628.667,4583526.781,11924068,0
5786,21996,21996,0.0,0.0,0,1
8957,2,2,0.0,0.0,0,1
7894,117645161,0,7832698.933,20507197.82,58465802,0
15887,99999857,1,99999856.0,0.0,99999853,1
1965,86156208,86156208,0.0,0.0,86156208,0
629,3110,3110,0.0,0.0,0,1
7502,5,5,0.0,0.0,0,1
933,617,617,0.0,0.0,0,1
1297,119,34,34.0,0.0,0,0
9870,11331,21,3593.0,5903.707395,0,1
6176,2129,2129,0.0,0.0,0,1
14740,7,7,0.0,0.0,0,1
11694,384772,5,20250.89474,39620.65669,0,1
11965,1906,1906,0.0,0.0,0,1
19021,666,666,0.0,0.0,0,1
3576,86100357,86100357,0.0,0.0,86100357,0
801,382,382,0.0,0.0,0,0
152,1052,1052,0.0,0.0,0,0
1990,89479394,4000077,0.0,0.0,41990348,0
7712,2,2,0.0,0.0,0,1
3547,1297,7,430.0,516.2470339,0,1
2946,9838,9838,0.0,0.0,0,1
6102,441763,68,110423.75,4291.312493,0,0
5200,69817074,0,1523.375,4016.829167,0,0
17699,312624,5,15630.35,33866.78672,0,1
16256,709,709,0.0,0.0,0,1
